,sexe,preusuel,annais,dpt,nombre
2235593,2,ELINA,2017,33,15
2235594,2,ELINA,2017,34,8
2235595,2,ELINA,2017,35,5
2235596,2,ELINA,2017,37,6
2235597,2,ELINA,2017,38,12
2235598,2,ELINA,2017,42,12
2235599,2,ELINA,2017,44,8
2235600,2,ELINA,2017,45,3
2235601,2,ELINA,2017,48,3
2235602,2,ELINA,2017,49,8
2235603,2,ELINA,2017,50,4
2235604,2,ELINA,2017,51,3
2235605,2,ELINA,2017,53,5
2235606,2,ELINA,2017,54,8
2235607,2,ELINA,2017,56,6
2235608,2,ELINA,2017,57,14
2235609,2,ELINA,2017,59,26
2235610,2,ELINA,2017,60,12
2235611,2,ELINA,2017,61,3
2235612,2,ELINA,2017,62,10
2235613,2,ELINA,2017,63,11
2235614,2,ELINA,2017,64,6
2235615,2,ELINA,2017,66,4
2235616,2,ELINA,2017,67,17
2235617,2,ELINA,2017,68,12
2235618,2,ELINA,2017,69,18
2235619,2,ELINA,2017,71,4
2235620,2,ELINA,2017,72,3
2235621,2,ELINA,2017,74,11
2235622,2,ELINA,2017,75,16
2235623,2,ELINA,2017,76,9
2235624,2,ELINA,2017,77,14
2235625,2,ELINA,2017,78,5
2235626,2,ELINA,2017,79,6
2235627,2,ELINA,2017,80,4
2235628,2,ELINA,2017,83,8
2235629,2,ELINA,2017,84,8
2235630,2,ELINA,2017,86,8
2235631,2,ELINA,2017,87,4
2235632,2,ELINA,2017,88,10
2235633,2,ELINA,2017,89,4
2235634,2,ELINA,2017,91,9
2235635,2,ELINA,2017,92,11
2235636,2,ELINA,2017,93,13
2235637,2,ELINA,2017,94,8
2235638,2,ELINA,2017,95,15
2235639,2,ELINA,2017,974,3
2236562,2,ELINE,2017,01,4
2236563,2,ELINE,2017,06,16
2236564,2,ELINE,2017,13,15
2236565,2,ELINE,2017,14,6
2236566,2,ELINE,2017,16,4
2236567,2,ELINE,2017,25,6
2236568,2,ELINE,2017,29,3
2236569,2,ELINE,2017,31,3
2236570,2,ELINE,2017,33,7
2236571,2,ELINE,2017,34,4
2236572,2,ELINE,2017,35,9
2236573,2,ELINE,2017,38,4
2236574,2,ELINE,2017,42,7
2236575,2,ELINE,2017,44,6
2236576,2,ELINE,2017,49,5
2236577,2,ELINE,2017,50,3
2236578,2,ELINE,2017,51,4
2236579,2,ELINE,2017,54,6
2236580,2,ELINE,2017,55,3
2236581,2,ELINE,2017,56,3
2236582,2,ELINE,2017,57,3
2236583,2,ELINE,2017,59,30
2236584,2,ELINE,2017,60,8
2236585,2,ELINE,2017,62,23
2236586,2,ELINE,2017,63,6
2236587,2,ELINE,2017,67,11
2236588,2,ELINE,2017,68,5
2236589,2,ELINE,2017,69,12
2236590,2,ELINE,2017,74,7
2236591,2,ELINE,2017,75,12
2236592,2,ELINE,2017,76,5
2236593,2,ELINE,2017,77,8
2236594,2,ELINE,2017,78,9
2236595,2,ELINE,2017,83,8
2236596,2,ELINE,2017,85,6
2236597,2,ELINE,2017,90,3
2236598,2,ELINE,2017,91,8
2236599,2,ELINE,2017,92,6
2236600,2,ELINE,2017,93,9
2236601,2,ELINE,2017,94,18
2236602,2,ELINE,2017,95,7
2236603,2,ELINE,2017,974,5
2236657,2,ELINOR,2017,75,3
2236658,2,ELINOR,2017,94,3
2236683,2,ELIORA,2017,75,3
2236684,2,ELIORA,2017,91,3
2236685,2,ELIORA,2017,93,4
2236686,2,ELIORA,2017,94,3
2236687,2,ELIORA,2017,95,3
2240554,2,ELISA,2017,01,3
2240555,2,ELISA,2017,06,9
2240556,2,ELISA,2017,09,3
2240557,2,ELISA,2017,13,29
2240558,2,ELISA,2017,19,3
2240559,2,ELISA,2017,20,4
2240560,2,ELISA,2017,21,4
2240561,2,ELISA,2017,25,7
2240562,2,ELISA,2017,26,8
2240563,2,ELISA,2017,27,5
2240564,2,ELISA,2017,28,3
2240565,2,ELISA,2017,29,3
2240566,2,ELISA,2017,30,8
2240567,2,ELISA,2017,31,31
2240568,2,ELISA,2017,33,19
2240569,2,ELISA,2017,34,14
2240570,2,ELISA,2017,35,13
2240571,2,ELISA,2017,37,9
2240572,2,ELISA,2017,38,20
2240573,2,ELISA,2017,40,3
2240574,2,ELISA,2017,42,11
2240575,2,ELISA,2017,44,10
2240576,2,ELISA,2017,45,7
2240577,2,ELISA,2017,47,3
2240578,2,ELISA,2017,49,8
2240579,2,ELISA,2017,50,3
2240580,2,ELISA,2017,51,10
2240581,2,ELISA,2017,52,4
2240582,2,ELISA,2017,54,13
2240583,2,ELISA,2017,56,7
2240584,2,ELISA,2017,57,12
2240585,2,ELISA,2017,59,24
2240586,2,ELISA,2017,60,5
2240587,2,ELISA,2017,62,13
2240588,2,ELISA,2017,64,12
2240589,2,ELISA,2017,65,4
2240590,2,ELISA,2017,67,12
2240591,2,ELISA,2017,68,7
2240592,2,ELISA,2017,69,20
2240593,2,ELISA,2017,71,3
2240594,2,ELISA,2017,72,4
2240595,2,ELISA,2017,73,7
2240596,2,ELISA,2017,74,17
2240597,2,ELISA,2017,75,44
2240598,2,ELISA,2017,76,10
2240599,2,ELISA,2017,77,19
2240600,2,ELISA,2017,78,7
2240601,2,ELISA,2017,80,3
2240602,2,ELISA,2017,81,4
2240603,2,ELISA,2017,83,9
2240604,2,ELISA,2017,84,7
2240605,2,ELISA,2017,85,4
2240606,2,ELISA,2017,87,6
2240607,2,ELISA,2017,88,3
2240608,2,ELISA,2017,89,3
2240609,2,ELISA,2017,91,9
2240610,2,ELISA,2017,92,19
2240611,2,ELISA,2017,93,15
2240612,2,ELISA,2017,94,15
2240613,2,ELISA,2017,95,11
2240614,2,ELISA,2017,972,5
2240615,2,ELISA,2017,973,4
2240616,2,ELISA,2017,974,6
2248484,2,ELISABETH,2017,06,3
2248485,2,ELISABETH,2017,13,5
2248486,2,ELISABETH,2017,31,5
2248487,2,ELISABETH,2017,33,6
2248488,2,ELISABETH,2017,38,3
2248489,2,ELISABETH,2017,44,5
2248490,2,ELISABETH,2017,51,4
2248491,2,ELISABETH,2017,54,3
2248492,2,ELISABETH,2017,59,3
2248493,2,ELISABETH,2017,69,5
2248494,2,ELISABETH,2017,75,16
2248495,2,ELISABETH,2017,76,5
2248496,2,ELISABETH,2017,77,3
2248497,2,ELISABETH,2017,78,3
2248498,2,ELISABETH,2017,91,4
2248499,2,ELISABETH,2017,92,8
2248500,2,ELISABETH,2017,93,5
2248501,2,ELISABETH,2017,94,3
2248502,2,ELISABETH,2017,95,6
2256301,2,ELISE,2017,01,3
2256302,2,ELISE,2017,02,4
2256303,2,ELISE,2017,03,5
2256304,2,ELISE,2017,06,24
2256305,2,ELISE,2017,07,6
2256306,2,ELISE,2017,10,5
2256307,2,ELISE,2017,11,3
2256308,2,ELISE,2017,12,5
2256309,2,ELISE,2017,13,37
2256310,2,ELISE,2017,14,7
2256311,2,ELISE,2017,15,5
2256312,2,ELISE,2017,16,6
2256313,2,ELISE,2017,17,3
2256314,2,ELISE,2017,19,6
2256315,2,ELISE,2017,21,9
2256316,2,ELISE,2017,22,3
2256317,2,ELISE,2017,24,5
2256318,2,ELISE,2017,25,6
2256319,2,ELISE,2017,26,11
2256320,2,ELISE,2017,27,7
2256321,2,ELISE,2017,28,4
2256322,2,ELISE,2017,29,11
2256323,2,ELISE,2017,30,9
2256324,2,ELISE,2017,31,44
2256325,2,ELISE,2017,32,3
2256326,2,ELISE,2017,33,31
2256327,2,ELISE,2017,34,17
2256328,2,ELISE,2017,35,23
2256329,2,ELISE,2017,37,17
2256330,2,ELISE,2017,38,17
2256331,2,ELISE,2017,40,5
2256332,2,ELISE,2017,41,3
2256333,2,ELISE,2017,42,11
2256334,2,ELISE,2017,44,19
2256335,2,ELISE,2017,45,5
2256336,2,ELISE,2017,49,15
2256337,2,ELISE,2017,50,7
2256338,2,ELISE,2017,51,11
2256339,2,ELISE,2017,53,3
2256340,2,ELISE,2017,54,22
2256341,2,ELISE,2017,55,4
2256342,2,ELISE,2017,56,12
2256343,2,ELISE,2017,57,25
2256344,2,ELISE,2017,58,5
2256345,2,ELISE,2017,59,72
2256346,2,ELISE,2017,60,17
2256347,2,ELISE,2017,62,34
2256348,2,ELISE,2017,63,22
2256349,2,ELISE,2017,64,11
2256350,2,ELISE,2017,65,3
2256351,2,ELISE,2017,66,4
2256352,2,ELISE,2017,67,47
2256353,2,ELISE,2017,68,25
2256354,2,ELISE,2017,69,21
2256355,2,ELISE,2017,71,6
2256356,2,ELISE,2017,73,8
2256357,2,ELISE,2017,74,8
2256358,2,ELISE,2017,75,32
2256359,2,ELISE,2017,76,9
2256360,2,ELISE,2017,77,21
2256361,2,ELISE,2017,78,27
2256362,2,ELISE,2017,79,5
2256363,2,ELISE,2017,80,12
2256364,2,ELISE,2017,81,7
2256365,2,ELISE,2017,82,5
2256366,2,ELISE,2017,83,21
2256367,2,ELISE,2017,84,13
2256368,2,ELISE,2017,85,9
2256369,2,ELISE,2017,86,12
2256370,2,ELISE,2017,87,12
2256371,2,ELISE,2017,88,4
2256372,2,ELISE,2017,89,3
2256373,2,ELISE,2017,91,9
2256374,2,ELISE,2017,92,14
2256375,2,ELISE,2017,93,4
2256376,2,ELISE,2017,94,21
2256377,2,ELISE,2017,95,20
2256378,2,ELISE,2017,974,9
2256501,2,ELISHEVA,2017,13,3
2256502,2,ELISHEVA,2017,75,4
2256633,2,ELISSA,2017,13,8
2256634,2,ELISSA,2017,31,4
2256635,2,ELISSA,2017,67,3
2256636,2,ELISSA,2017,69,3
2256637,2,ELISSA,2017,75,5
2256638,2,ELISSA,2017,92,6
2256639,2,ELISSA,2017,93,3
2256640,2,ELISSA,2017,94,3
2256641,2,ELISSA,2017,95,3
2256662,2,ELIYA,2017,57,3
2256663,2,ELIYA,2017,78,3
2256664,2,ELIYA,2017,92,4
2256674,2,ELIYAH,2017,69,3
2256675,2,ELIYAH,2017,91,6
2256676,2,ELIYAH,2017,94,4
2256694,2,ELIZ,2017,67,5
2256812,2,ELIZA,2017,33,3
2256813,2,ELIZA,2017,44,3
2256814,2,ELIZA,2017,57,4
2256815,2,ELIZA,2017,69,5
2256816,2,ELIZA,2017,75,6
2256817,2,ELIZA,2017,77,3
2256818,2,ELIZA,2017,91,3
2256819,2,ELIZA,2017,92,3
2256820,2,ELIZA,2017,94,4
2256821,2,ELIZA,2017,95,4
2257258,2,ELIZABETH,2017,06,3
2257259,2,ELIZABETH,2017,33,3
2257260,2,ELIZABETH,2017,34,3
2257261,2,ELIZABETH,2017,59,4
2257262,2,ELIZABETH,2017,67,3
2257263,2,ELIZABETH,2017,75,6
2257896,2,ELLA,2017,01,3
2257897,2,ELLA,2017,06,11
2257898,2,ELLA,2017,11,3
2257899,2,ELLA,2017,13,22
2257900,2,ELLA,2017,26,4
2257901,2,ELLA,2017,29,4
2257902,2,ELLA,2017,30,4
2257903,2,ELLA,2017,31,10
2257904,2,ELLA,2017,33,14
2257905,2,ELLA,2017,34,12
2257906,2,ELLA,2017,37,4
2257907,2,ELLA,2017,38,7
2257908,2,ELLA,2017,42,4
2257909,2,ELLA,2017,44,9
2257910,2,ELLA,2017,47,3
2257911,2,ELLA,2017,49,4
2257912,2,ELLA,2017,50,3
2257913,2,ELLA,2017,56,4
2257914,2,ELLA,2017,57,3
2257915,2,ELLA,2017,59,9
2257916,2,ELLA,2017,64,5
2257917,2,ELLA,2017,67,5
2257918,2,ELLA,2017,68,3
2257919,2,ELLA,2017,69,16
2257920,2,ELLA,2017,74,6
2257921,2,ELLA,2017,75,47
2257922,2,ELLA,2017,76,9
2257923,2,ELLA,2017,77,5
2257924,2,ELLA,2017,78,13
2257925,2,ELLA,2017,83,7
2257926,2,ELLA,2017,91,5
2257927,2,ELLA,2017,92,17
2257928,2,ELLA,2017,94,6
2257929,2,ELLA,2017,95,7
2257930,2,ELLA,2017,974,6
2258232,2,ELLIE,2017,06,5
2258233,2,ELLIE,2017,12,3
2258234,2,ELLIE,2017,13,3
2258235,2,ELLIE,2017,14,5
2258236,2,ELLIE,2017,17,3
2258237,2,ELLIE,2017,21,3
2258238,2,ELLIE,2017,26,3
2258239,2,ELLIE,2017,29,5
2258240,2,ELLIE,2017,30,5
2258241,2,ELLIE,2017,31,11
2258242,2,ELLIE,2017,33,10
2258243,2,ELLIE,2017,34,10
2258244,2,ELLIE,2017,35,4
2258245,2,ELLIE,2017,37,5
2258246,2,ELLIE,2017,38,6
2258247,2,ELLIE,2017,39,3
2258248,2,ELLIE,2017,42,4
2258249,2,ELLIE,2017,44,16
2258250,2,ELLIE,2017,49,9
2258251,2,ELLIE,2017,50,3
2258252,2,ELLIE,2017,51,4
2258253,2,ELLIE,2017,53,3
2258254,2,ELLIE,2017,54,7
2258255,2,ELLIE,2017,56,8
2258256,2,ELLIE,2017,57,8
2258257,2,ELLIE,2017,59,20
2258258,2,ELLIE,2017,62,16
2258259,2,ELLIE,2017,64,4
2258260,2,ELLIE,2017,67,4
2258261,2,ELLIE,2017,69,15
2258262,2,ELLIE,2017,72,3
2258263,2,ELLIE,2017,74,8
2258264,2,ELLIE,2017,75,17
2258265,2,ELLIE,2017,76,10
2258266,2,ELLIE,2017,77,6
2258267,2,ELLIE,2017,79,3
2258268,2,ELLIE,2017,84,3
2258269,2,ELLIE,2017,85,4
2258270,2,ELLIE,2017,87,4
2258271,2,ELLIE,2017,88,4
2258272,2,ELLIE,2017,91,4
2258273,2,ELLIE,2017,92,9
2258274,2,ELLIE,2017,94,8
2258275,2,ELLIE,2017,95,4
2258276,2,ELLIE,2017,974,7
2258370,2,ELLY,2017,13,7
2258371,2,ELLY,2017,30,3
2258372,2,ELLY,2017,75,9
2258373,2,ELLY,2017,92,7
2258374,2,ELLY,2017,93,3
2258375,2,ELLY,2017,94,5
2258405,2,ELLYN,2017,75,3
2258406,2,ELLYN,2017,76,3
2258407,2,ELLYN,2017,83,3
2258408,2,ELLYN,2017,91,3
2258409,2,ELLYN,2017,92,3
2258417,2,ELLYNE,2017,974,3
2258862,2,ELOANE,2017,10,3
2258863,2,ELOANE,2017,37,3
2258864,2,ELOANE,2017,56,3
2258865,2,ELOANE,2017,57,3
2258866,2,ELOANE,2017,59,3
2258867,2,ELOANE,2017,62,3
2258868,2,ELOANE,2017,67,3
2258869,2,ELOANE,2017,69,3
2258870,2,ELOANE,2017,75,4
2258871,2,ELOANE,2017,76,4
2258872,2,ELOANE,2017,94,3
2258873,2,ELOANE,2017,974,8
2262759,2,ELODIE,2017,92,3
2262760,2,ELODIE,2017,973,5
2265034,2,ELOISE,2017,13,4
2265035,2,ELOISE,2017,15,3
2265036,2,ELOISE,2017,18,3
2265037,2,ELOISE,2017,28,3
2265038,2,ELOISE,2017,31,14
2265039,2,ELOISE,2017,60,6
2265309,2,ELONA,2017,13,3
2265310,2,ELONA,2017,74,3
2265311,2,ELONA,2017,75,3
2265762,2,ELORA,2017,13,3
2265763,2,ELORA,2017,64,3
2265764,2,ELORA,2017,68,4
2265765,2,ELORA,2017,69,4
2265766,2,ELORA,2017,75,3
2265813,2,ELORRI,2017,64,6
2266557,2,ELOÏSE,2017,01,6
2266558,2,ELOÏSE,2017,02,5
2266559,2,ELOÏSE,2017,03,7
2266560,2,ELOÏSE,2017,06,7
2266561,2,ELOÏSE,2017,07,5
2266562,2,ELOÏSE,2017,08,8
2266563,2,ELOÏSE,2017,12,4
2266564,2,ELOÏSE,2017,13,6
2266565,2,ELOÏSE,2017,14,5
2266566,2,ELOÏSE,2017,16,3
2266567,2,ELOÏSE,2017,17,3
2266568,2,ELOÏSE,2017,19,6
2266569,2,ELOÏSE,2017,21,5
2266570,2,ELOÏSE,2017,25,7
2266571,2,ELOÏSE,2017,26,5
2266572,2,ELOÏSE,2017,27,8
2266573,2,ELOÏSE,2017,29,12
2266574,2,ELOÏSE,2017,30,5
2266575,2,ELOÏSE,2017,33,16
2266576,2,ELOÏSE,2017,34,8
2266577,2,ELOÏSE,2017,35,11
2266578,2,ELOÏSE,2017,37,6
2266579,2,ELOÏSE,2017,38,11
2266580,2,ELOÏSE,2017,40,3
2266581,2,ELOÏSE,2017,41,4
2266582,2,ELOÏSE,2017,42,14
2266583,2,ELOÏSE,2017,43,3
2266584,2,ELOÏSE,2017,44,19
2266585,2,ELOÏSE,2017,45,7
2266586,2,ELOÏSE,2017,47,4
2266587,2,ELOÏSE,2017,49,17
2266588,2,ELOÏSE,2017,50,4
2266589,2,ELOÏSE,2017,51,6
2266590,2,ELOÏSE,2017,52,8
2266591,2,ELOÏSE,2017,54,11
2266592,2,ELOÏSE,2017,56,7
2266593,2,ELOÏSE,2017,57,8
2266594,2,ELOÏSE,2017,58,3
2266595,2,ELOÏSE,2017,59,42
2266596,2,ELOÏSE,2017,60,4
2266597,2,ELOÏSE,2017,62,15
2266598,2,ELOÏSE,2017,63,7
2266599,2,ELOÏSE,2017,64,7
2266600,2,ELOÏSE,2017,65,4
2266601,2,ELOÏSE,2017,66,3
2266602,2,ELOÏSE,2017,67,19
2266603,2,ELOÏSE,2017,68,17
2266604,2,ELOÏSE,2017,69,19
2266605,2,ELOÏSE,2017,71,6
2266606,2,ELOÏSE,2017,72,6
2266607,2,ELOÏSE,2017,74,3
2266608,2,ELOÏSE,2017,75,22
2266609,2,ELOÏSE,2017,76,8
2266610,2,ELOÏSE,2017,77,6
2266611,2,ELOÏSE,2017,78,15
2266612,2,ELOÏSE,2017,80,11
2266613,2,ELOÏSE,2017,81,7
2266614,2,ELOÏSE,2017,82,3
2266615,2,ELOÏSE,2017,83,11
2266616,2,ELOÏSE,2017,84,5
2266617,2,ELOÏSE,2017,85,6
2266618,2,ELOÏSE,2017,86,6
2266619,2,ELOÏSE,2017,87,3
2266620,2,ELOÏSE,2017,88,6
2266621,2,ELOÏSE,2017,89,4
2266622,2,ELOÏSE,2017,90,3
2266623,2,ELOÏSE,2017,91,10
2266624,2,ELOÏSE,2017,92,15
2266625,2,ELOÏSE,2017,93,4
2266626,2,ELOÏSE,2017,94,12
2266627,2,ELOÏSE,2017,95,9
2266628,2,ELOÏSE,2017,973,5
2266629,2,ELOÏSE,2017,974,9
2270220,2,ELSA,2017,01,6
2270221,2,ELSA,2017,02,11
2270222,2,ELSA,2017,03,8
2270223,2,ELSA,2017,06,17
2270224,2,ELSA,2017,07,3
2270225,2,ELSA,2017,08,8
2270226,2,ELSA,2017,10,3
2270227,2,ELSA,2017,13,29
2270228,2,ELSA,2017,14,4
2270229,2,ELSA,2017,15,4
2270230,2,ELSA,2017,18,7
2270231,2,ELSA,2017,19,4
2270232,2,ELSA,2017,21,15
2270233,2,ELSA,2017,22,6
2270234,2,ELSA,2017,25,6
2270235,2,ELSA,2017,26,12
2270236,2,ELSA,2017,27,5
2270237,2,ELSA,2017,28,3
2270238,2,ELSA,2017,29,12
2270239,2,ELSA,2017,30,11
2270240,2,ELSA,2017,31,18
2270241,2,ELSA,2017,33,20
2270242,2,ELSA,2017,34,21
2270243,2,ELSA,2017,35,9
2270244,2,ELSA,2017,36,5
2270245,2,ELSA,2017,37,7
2270246,2,ELSA,2017,38,18
2270247,2,ELSA,2017,40,5
2270248,2,ELSA,2017,41,3
2270249,2,ELSA,2017,42,15
2270250,2,ELSA,2017,44,24
2270251,2,ELSA,2017,45,5
2270252,2,ELSA,2017,47,5
2270253,2,ELSA,2017,49,20
2270254,2,ELSA,2017,50,10
2270255,2,ELSA,2017,51,10
2270256,2,ELSA,2017,52,5
2270257,2,ELSA,2017,54,7
2270258,2,ELSA,2017,56,6
2270259,2,ELSA,2017,57,21
2270260,2,ELSA,2017,59,53
2270261,2,ELSA,2017,60,12
2270262,2,ELSA,2017,61,6
2270263,2,ELSA,2017,62,40
2270264,2,ELSA,2017,63,9
2270265,2,ELSA,2017,64,19
2270266,2,ELSA,2017,65,5
2270267,2,ELSA,2017,66,4
2270268,2,ELSA,2017,67,30
2270269,2,ELSA,2017,68,25
2270270,2,ELSA,2017,69,30
2270271,2,ELSA,2017,71,5
2270272,2,ELSA,2017,72,5
2270273,2,ELSA,2017,73,12
2270274,2,ELSA,2017,74,11
2270275,2,ELSA,2017,75,54
2270276,2,ELSA,2017,76,15
2270277,2,ELSA,2017,77,18
2270278,2,ELSA,2017,78,17
2270279,2,ELSA,2017,79,7
2270280,2,ELSA,2017,80,12
2270281,2,ELSA,2017,81,4
2270282,2,ELSA,2017,82,4
2270283,2,ELSA,2017,83,15
2270284,2,ELSA,2017,84,11
2270285,2,ELSA,2017,85,3
2270286,2,ELSA,2017,86,9
2270287,2,ELSA,2017,87,3
2270288,2,ELSA,2017,89,3
2270289,2,ELSA,2017,90,6
2270290,2,ELSA,2017,91,17
2270291,2,ELSA,2017,92,31
2270292,2,ELSA,2017,93,10
2270293,2,ELSA,2017,94,18
2270294,2,ELSA,2017,95,17
2270295,2,ELSA,2017,972,3
2270296,2,ELSA,2017,973,5
2270297,2,ELSA,2017,974,16
2270568,2,ELVINA,2017,974,3
2271467,2,ELYA,2017,02,5
2271468,2,ELYA,2017,06,5
2271469,2,ELYA,2017,09,3
2271470,2,ELYA,2017,10,3
2271471,2,ELYA,2017,11,3
2271472,2,ELYA,2017,13,9
2271473,2,ELYA,2017,14,4
2271474,2,ELYA,2017,19,3
2271475,2,ELYA,2017,21,4
2271476,2,ELYA,2017,22,4
2271477,2,ELYA,2017,25,5
2271478,2,ELYA,2017,26,3
2271479,2,ELYA,2017,27,5
2271480,2,ELYA,2017,30,8
2271481,2,ELYA,2017,31,8
2271482,2,ELYA,2017,33,6
2271483,2,ELYA,2017,34,10
2271484,2,ELYA,2017,35,4
2271485,2,ELYA,2017,37,6
2271486,2,ELYA,2017,38,12
2271487,2,ELYA,2017,41,4
2271488,2,ELYA,2017,42,9
2271489,2,ELYA,2017,44,10
2271490,2,ELYA,2017,49,7
2271491,2,ELYA,2017,50,4
2271492,2,ELYA,2017,51,3
2271493,2,ELYA,2017,54,3
2271494,2,ELYA,2017,56,3
2271495,2,ELYA,2017,57,5
2271496,2,ELYA,2017,59,14
2271497,2,ELYA,2017,60,5
2271498,2,ELYA,2017,62,12
2271499,2,ELYA,2017,63,6
2271500,2,ELYA,2017,64,3
2271501,2,ELYA,2017,67,10
2271502,2,ELYA,2017,68,9
2271503,2,ELYA,2017,69,15
2271504,2,ELYA,2017,72,4
2271505,2,ELYA,2017,74,7
2271506,2,ELYA,2017,75,20
2271507,2,ELYA,2017,76,11
2271508,2,ELYA,2017,77,9
2271509,2,ELYA,2017,78,5
2271510,2,ELYA,2017,80,3
2271511,2,ELYA,2017,83,5
2271512,2,ELYA,2017,84,6
2271513,2,ELYA,2017,85,4
2271514,2,ELYA,2017,86,4
2271515,2,ELYA,2017,87,5
2271516,2,ELYA,2017,88,6
2271517,2,ELYA,2017,89,6
2271518,2,ELYA,2017,90,3
2271519,2,ELYA,2017,91,6
2271520,2,ELYA,2017,92,10
2271521,2,ELYA,2017,93,14
2271522,2,ELYA,2017,94,7
2271523,2,ELYA,2017,95,13
2271524,2,ELYA,2017,974,7
2271583,2,ELYAH,2017,92,3
2271584,2,ELYAH,2017,93,3
2271585,2,ELYAH,2017,94,3
2271662,2,ELYANA,2017,13,5
2271663,2,ELYANA,2017,21,3
2271664,2,ELYANA,2017,31,5
2271665,2,ELYANA,2017,35,5
2271666,2,ELYANA,2017,38,6
2271667,2,ELYANA,2017,59,15
2271668,2,ELYANA,2017,62,6
2271669,2,ELYANA,2017,67,3
2271670,2,ELYANA,2017,77,5
2271671,2,ELYANA,2017,83,3
2271672,2,ELYANA,2017,91,4
2271673,2,ELYANA,2017,93,5
2271674,2,ELYANA,2017,94,8
2271675,2,ELYANA,2017,95,10
2271676,2,ELYANA,2017,974,8
2271836,2,ELYN,2017,60,4
2272140,2,ELYNA,2017,01,4
2272141,2,ELYNA,2017,06,5
2272142,2,ELYNA,2017,10,4
2272143,2,ELYNA,2017,13,5
2272144,2,ELYNA,2017,17,4
2272145,2,ELYNA,2017,21,5
2272146,2,ELYNA,2017,22,6
2272147,2,ELYNA,2017,28,3
2272148,2,ELYNA,2017,29,4
2272149,2,ELYNA,2017,30,4
2272150,2,ELYNA,2017,31,5
2272151,2,ELYNA,2017,33,4
2272152,2,ELYNA,2017,34,4
2272153,2,ELYNA,2017,35,5
2272154,2,ELYNA,2017,38,9
2272155,2,ELYNA,2017,42,5
2272156,2,ELYNA,2017,44,5
2272157,2,ELYNA,2017,45,5
2272158,2,ELYNA,2017,50,3
2272159,2,ELYNA,2017,51,6
2272160,2,ELYNA,2017,54,7
2272161,2,ELYNA,2017,55,3
2272162,2,ELYNA,2017,56,6
2272163,2,ELYNA,2017,57,3
2272164,2,ELYNA,2017,59,10
2272165,2,ELYNA,2017,62,11
2272166,2,ELYNA,2017,63,5
2272167,2,ELYNA,2017,67,6
2272168,2,ELYNA,2017,68,8
2272169,2,ELYNA,2017,69,3
2272170,2,ELYNA,2017,71,3
2272171,2,ELYNA,2017,72,3
2272172,2,ELYNA,2017,73,3
2272173,2,ELYNA,2017,75,4
2272174,2,ELYNA,2017,76,11
2272175,2,ELYNA,2017,77,7
2272176,2,ELYNA,2017,78,4
2272177,2,ELYNA,2017,80,3
2272178,2,ELYNA,2017,83,7
2272179,2,ELYNA,2017,84,5
2272180,2,ELYNA,2017,85,3
2272181,2,ELYNA,2017,86,3
2272182,2,ELYNA,2017,87,3
2272183,2,ELYNA,2017,89,5
2272184,2,ELYNA,2017,90,6
2272185,2,ELYNA,2017,91,8
2272186,2,ELYNA,2017,93,8
2272187,2,ELYNA,2017,94,5
2272188,2,ELYNA,2017,95,7
2272648,2,ELYNE,2017,02,4
2272649,2,ELYNE,2017,06,4
2272650,2,ELYNE,2017,08,3
2272651,2,ELYNE,2017,10,3
2272652,2,ELYNE,2017,13,10
2272653,2,ELYNE,2017,16,3
2272654,2,ELYNE,2017,22,3
2272655,2,ELYNE,2017,25,3
2272656,2,ELYNE,2017,27,4
2272657,2,ELYNE,2017,29,3
2272658,2,ELYNE,2017,33,6
2272659,2,ELYNE,2017,34,4
2272660,2,ELYNE,2017,35,6
2272661,2,ELYNE,2017,37,5
2272662,2,ELYNE,2017,38,5
2272663,2,ELYNE,2017,42,4
2272664,2,ELYNE,2017,44,6
2272665,2,ELYNE,2017,45,3
2272666,2,ELYNE,2017,49,6
2272667,2,ELYNE,2017,53,4
2272668,2,ELYNE,2017,54,5
2272669,2,ELYNE,2017,56,4
2272670,2,ELYNE,2017,57,5
2272671,2,ELYNE,2017,59,29
2272672,2,ELYNE,2017,60,8
2272673,2,ELYNE,2017,62,13
2272674,2,ELYNE,2017,63,3
2272675,2,ELYNE,2017,67,10
2272676,2,ELYNE,2017,68,4
2272677,2,ELYNE,2017,69,12
2272678,2,ELYNE,2017,71,3
2272679,2,ELYNE,2017,73,3
2272680,2,ELYNE,2017,74,5
2272681,2,ELYNE,2017,75,10
2272682,2,ELYNE,2017,76,7
2272683,2,ELYNE,2017,78,5
2272684,2,ELYNE,2017,80,3
2272685,2,ELYNE,2017,83,7
2272686,2,ELYNE,2017,84,3
2272687,2,ELYNE,2017,88,3
2272688,2,ELYNE,2017,91,8
2272689,2,ELYNE,2017,92,8
2272690,2,ELYNE,2017,93,5
2272691,2,ELYNE,2017,94,7
2272692,2,ELYNE,2017,95,8
2272759,2,ELYNN,2017,76,3
2272760,2,ELYNN,2017,83,3
2272945,2,ELYSE,2017,69,3
2273055,2,ELYSSA,2017,01,4
2273056,2,ELYSSA,2017,06,3
2273057,2,ELYSSA,2017,13,5
2273058,2,ELYSSA,2017,31,4
2273059,2,ELYSSA,2017,33,3
2273060,2,ELYSSA,2017,57,6
2273061,2,ELYSSA,2017,69,4
2273062,2,ELYSSA,2017,75,5
2273063,2,ELYSSA,2017,78,3
2273064,2,ELYSSA,2017,83,4
